UserID,Easy,Medium,Hard,Topics,T1 Easy,T1 Medium,T1 Hard,Tn_Level,Accuracy,No Of Attempts,Time Taken,Contest Rank,ContestID,Contest Weightage
U2626,156,60,97,9,2,5,1,415833,88.55,5,323,51,contest@2626,21-50
U2627,121,16,48,16,2,5,3,872364,98.09,17,77,93,contest@2627,51-100
U2628,64,84,43,3,1,5,3,686233,56.0,11,268,85,contest@2628,51-100
U2629,33,65,63,17,1,3,3,101682,58.09,6,450,91,contest@2629,21-50
U2630,54,70,9,3,2,3,4,492638,94.37,12,37,46,contest@2630,21-50
U2631,163,76,80,10,1,4,1,830359,54.22,18,51,68,contest@2631,11-20
U2632,137,27,78,6,4,2,2,117325,72.19,14,227,3,contest@2632,11-20
U2633,76,8,96,12,5,1,2,499514,60.9,14,145,56,contest@2633,21-50
U2634,189,47,7,7,3,5,5,518608,54.35,14,299,45,contest@2634,1-10
U2635,40,87,14,7,5,4,1,113286,71.21,9,141,53,contest@2635,51-100
U2636,52,50,54,16,4,2,3,986325,84.28,2,471,3,contest@2636,51-100
U2637,187,14,84,14,4,4,5,353933,82.22,9,320,30,contest@2637,11-20
U2638,172,56,29,18,2,3,2,675983,90.19,16,138,58,contest@2638,21-50
U2639,85,72,98,3,3,3,3,698571,91.99,20,287,48,contest@2639,21-50
U2640,89,43,95,9,3,5,1,274469,74.41,10,62,59,contest@2640,51-100
U2641,100,37,72,4,4,4,5,478766,73.68,16,489,42,contest@2641,11-20
U2642,82,76,97,10,5,1,2,399363,54.9,3,314,18,contest@2642,1-10
U2643,81,70,48,7,5,3,1,233340,60.46,6,93,45,contest@2643,51-100
U2644,137,97,51,20,4,3,1,968170,89.21,13,346,62,contest@2644,11-20
U2645,48,16,6,4,2,3,4,361345,94.97,7,184,73,contest@2645,21-50
U2646,69,31,90,3,2,4,4,399934,88.44,19,242,92,contest@2646,11-20
U2647,168,77,5,18,5,2,4,934553,84.56,1,249,9,contest@2647,51-100
U2648,32,66,41,9,3,1,2,682629,98.79,17,357,61,contest@2648,21-50
U2649,15,44,60,9,3,3,5,382334,79.04,1,200,28,contest@2649,1-10
U2650,180,92,28,15,4,1,3,669074,60.4,19,327,73,contest@2650,21-50
U2651,198,95,9,10,4,4,4,337670,87.5,14,430,39,contest@2651,1-10
U2652,20,29,75,17,1,5,5,512800,66.87,10,310,74,contest@2652,11-20
U2653,198,35,81,18,1,3,1,825736,87.98,12,163,3,contest@2653,21-50
U2654,172,89,57,16,4,2,2,491317,98.86,13,419,32,contest@2654,11-20
U2655,175,80,42,6,2,1,1,499531,72.87,9,367,1,contest@2655,1-10
U2656,56,76,66,9,1,3,2,446238,74.16,15,250,28,contest@2656,11-20
U2657,16,74,17,15,5,5,4,644228,83.52,1,449,13,contest@2657,11-20
U2658,194,97,80,5,1,3,1,804275,71.68,8,297,49,contest@2658,1-10
U2659,106,41,82,7,4,5,3,163536,74.4,9,378,14,contest@2659,1-10
U2660,56,20,43,12,3,3,1,657468,82.41,5,25,53,contest@2660,1-10
U2661,32,44,12,7,1,4,5,228138,82.49,15,255,71,contest@2661,51-100
U2662,164,100,25,15,5,3,4,777732,81.81,13,475,38,contest@2662,1-10
U2663,64,88,33,6,5,2,3,521230,81.37,11,120,83,contest@2663,51-100
U2664,89,19,76,19,3,2,1,850884,81.95,18,463,30,contest@2664,1-10
U2665,44,70,48,10,4,3,3,199979,70.81,1,288,64,contest@2665,1-10
U2666,66,44,60,20,3,1,1,267865,52.34,8,446,68,contest@2666,51-100
U2667,65,19,59,14,5,2,5,986819,98.17,5,213,22,contest@2667,51-100
U2668,109,57,11,11,2,2,2,157434,62.86,2,67,47,contest@2668,11-20
U2669,182,82,41,16,5,1,2,277666,99.95,8,169,8,contest@2669,11-20
U2670,62,93,45,7,2,4,5,763420,84.01,13,10,36,contest@2670,1-10
U2671,58,73,44,10,3,4,5,360920,70.94,18,102,86,contest@2671,51-100
U2672,101,56,82,6,5,2,4,733322,75.67,1,62,71,contest@2672,11-20
U2673,19,80,64,10,4,5,2,448415,57.08,9,25,14,contest@2673,51-100
U2674,140,98,94,8,2,1,5,622611,80.74,8,260,2,contest@2674,11-20
U2675,166,10,84,16,4,3,2,169443,64.17,18,40,11,contest@2675,51-100
U2676,24,33,84,19,2,5,4,923207,68.16,13,456,94,contest@2676,11-20
U2677,64,73,89,9,4,2,3,614563,71.54,11,114,36,contest@2677,11-20
U2678,47,39,35,10,4,5,1,359007,56.57,18,175,44,contest@2678,51-100
U2679,117,25,91,4,4,2,2,754245,95.04,13,39,94,contest@2679,1-10
U2680,99,23,67,20,4,3,5,477920,74.85,1,38,82,contest@2680,11-20
U2681,168,52,42,5,2,1,5,785887,55.62,13,420,36,contest@2681,21-50
U2682,127,23,98,14,1,4,4,858478,77.5,6,219,99,contest@2682,11-20
U2683,78,45,49,12,3,2,5,920144,92.95,15,151,90,contest@2683,1-10
U2684,148,60,32,12,1,1,1,540730,79.85,4,439,51,contest@2684,21-50
U2685,104,38,44,7,2,2,3,731911,52.17,20,224,26,contest@2685,21-50
U2686,128,62,55,6,5,5,2,234527,51.12,6,198,15,contest@2686,1-10
U2687,188,38,68,19,2,5,4,408430,57.06,1,268,42,contest@2687,11-20
U2688,120,84,34,17,3,4,4,739636,68.96,20,472,61,contest@2688,21-50
U2689,182,42,93,8,5,1,5,446746,66.94,12,420,25,contest@2689,21-50
U2690,59,90,68,14,3,4,5,265401,92.89,12,185,53,contest@2690,21-50
U2691,186,35,94,11,3,1,4,368456,98.55,7,405,9,contest@2691,51-100
U2692,139,90,35,13,4,4,1,610045,88.4,2,328,31,contest@2692,1-10
U2693,17,48,71,14,2,4,4,376549,52.15,3,480,5,contest@2693,1-10
U2694,22,18,31,11,4,1,4,667208,50.67,15,444,41,contest@2694,51-100
U2695,191,26,88,6,2,4,3,641830,99.45,5,274,92,contest@2695,21-50
U2696,121,35,77,13,1,2,1,448932,62.96,6,460,53,contest@2696,1-10
U2697,166,84,84,17,5,1,2,597647,56.82,14,407,13,contest@2697,1-10
U2698,147,37,5,3,2,3,1,274149,95.35,7,389,22,contest@2698,11-20
U2699,19,90,22,18,1,1,2,138756,93.46,3,144,2,contest@2699,21-50
U2700,117,35,22,6,4,2,4,318833,77.03,13,229,73,contest@2700,1-10
U2701,55,46,73,6,1,4,3,719922,55.16,12,459,19,contest@2701,1-10
U2702,50,82,26,16,2,4,3,410160,78.45,6,191,67,contest@2702,1-10
U2703,127,85,23,18,4,5,3,698362,97.04,10,307,23,contest@2703,51-100
U2704,197,7,31,9,1,1,4,182903,98.04,14,480,90,contest@2704,51-100
U2705,105,32,98,9,3,5,4,511010,50.97,8,84,8,contest@2705,51-100
U2706,121,38,80,17,4,1,4,164183,64.47,5,132,31,contest@2706,1-10
U2707,153,47,70,12,3,4,4,462181,56.25,13,70,99,contest@2707,1-10
U2708,100,32,12,5,1,1,5,860374,86.2,5,88,42,contest@2708,21-50
U2709,158,79,48,14,4,1,4,498955,69.7,19,59,80,contest@2709,21-50
U2710,10,31,83,3,5,3,1,403884,85.07,3,328,94,contest@2710,1-10
U2711,28,52,56,17,3,1,4,473230,60.68,7,298,88,contest@2711,21-50
U2712,54,49,16,3,5,3,4,786928,99.87,16,273,68,contest@2712,51-100
U2713,52,44,21,20,5,2,4,679664,85.82,7,473,72,contest@2713,11-20
U2714,60,13,29,13,1,3,5,631129,82.16,13,86,42,contest@2714,21-50
U2715,44,27,31,9,3,2,4,584091,65.62,16,342,30,contest@2715,21-50
U2716,128,87,46,3,3,5,2,650910,53.73,9,108,9,contest@2716,11-20
U2717,196,52,41,16,4,1,4,486229,83.56,1,386,41,contest@2717,11-20
U2718,154,24,98,7,1,1,5,596457,91.77,7,161,66,contest@2718,1-10
U2719,26,76,6,13,1,1,1,266656,89.38,19,316,19,contest@2719,21-50
U2720,115,20,87,11,5,4,2,149078,67.41,19,48,93,contest@2720,1-10
U2721,97,6,58,4,2,1,3,741542,74.54,19,168,71,contest@2721,1-10
U2722,88,53,16,20,3,1,4,681045,51.02,12,417,6,contest@2722,1-10
U2723,191,26,35,4,1,3,2,403133,95.29,12,176,77,contest@2723,21-50
U2724,139,8,13,4,3,4,1,730904,70.15,19,355,72,contest@2724,11-20
U2725,115,72,72,11,5,3,3,702999,63.71,9,469,53,contest@2725,21-50
U2726,174,69,70,14,1,5,4,940266,58.07,9,441,88,contest@2726,11-20
U2727,81,94,28,20,1,5,4,186390,81.92,11,449,80,contest@2727,1-10
U2728,159,92,62,7,4,2,1,364110,83.19,5,498,19,contest@2728,1-10
U2729,15,25,20,8,2,1,2,789020,76.62,12,115,53,contest@2729,1-10
U2730,194,96,22,18,1,3,3,985862,77.53,18,172,28,contest@2730,1-10
U2731,138,50,21,17,2,2,2,371019,55.43,10,108,45,contest@2731,21-50
U2732,130,94,69,8,2,3,3,977611,69.85,7,434,29,contest@2732,1-10
U2733,200,78,79,17,2,2,2,602203,72.69,7,357,6,contest@2733,21-50
U2734,28,26,34,19,4,1,5,401614,85.93,3,229,53,contest@2734,51-100
U2735,132,78,69,4,5,4,5,477280,57.22,16,372,75,contest@2735,51-100
U2736,128,27,88,4,1,4,4,593636,97.17,8,498,46,contest@2736,51-100
U2737,173,91,8,11,5,1,3,672916,96.35,18,5,63,contest@2737,1-10
U2738,192,69,48,18,1,5,5,914074,83.36,8,242,94,contest@2738,21-50
U2739,39,96,40,18,5,2,1,180991,79.66,1,239,14,contest@2739,51-100
U2740,73,74,56,9,2,5,4,847822,70.01,5,362,54,contest@2740,11-20
U2741,113,90,59,11,1,2,1,972999,76.3,13,377,72,contest@2741,11-20
U2742,63,23,79,17,2,2,5,188794,98.93,20,383,92,contest@2742,1-10
U2743,126,87,86,10,3,2,5,517894,85.63,12,159,21,contest@2743,1-10
U2744,65,49,62,10,4,1,5,704637,99.68,6,398,5,contest@2744,1-10
U2745,18,65,82,16,5,2,4,160963,90.13,17,469,84,contest@2745,21-50
U2746,167,33,75,12,2,1,2,994289,74.78,7,387,82,contest@2746,51-100
U2747,136,44,83,19,3,5,1,243303,67.96,19,217,10,contest@2747,1-10
U2748,31,36,84,18,5,4,5,295086,54.49,15,226,57,contest@2748,21-50
U2749,114,40,70,14,2,4,3,484040,73.87,2,159,96,contest@2749,11-20
U2750,15,15,15,14,1,4,5,823556,98.81,9,430,77,contest@2750,11-20
U2751,118,27,46,16,3,2,5,400412,74.96,7,362,8,contest@2751,11-20
U2752,184,64,93,5,3,4,3,321937,90.44,3,251,29,contest@2752,21-50
U2753,46,23,94,20,4,5,5,663991,88.93,7,171,92,contest@2753,51-100
U2754,20,92,66,17,2,3,3,604261,63.85,3,362,25,contest@2754,21-50
U2755,93,60,5,20,3,4,1,882917,95.16,12,395,28,contest@2755,51-100
U2756,39,50,49,4,3,2,3,180451,96.46,17,111,13,contest@2756,21-50
U2757,135,36,34,19,2,5,1,372223,54.81,2,283,14,contest@2757,51-100
U2758,19,57,17,12,3,4,5,718265,89.91,11,293,96,contest@2758,11-20
U2759,47,25,65,20,2,2,4,628297,74.31,12,8,30,contest@2759,51-100
U2760,43,11,54,10,5,1,2,107129,94.66,17,395,66,contest@2760,11-20
U2761,152,45,45,17,2,3,1,943230,75.88,18,282,8,contest@2761,11-20
U2762,59,82,38,12,1,4,3,303929,59.33,11,425,20,contest@2762,1-10
U2763,55,61,36,9,2,2,5,638707,89.34,20,45,75,contest@2763,51-100
U2764,105,84,31,17,1,1,2,321867,55.19,8,402,13,contest@2764,11-20
U2765,187,53,65,13,3,3,4,510748,90.39,1,463,26,contest@2765,21-50
U2766,186,82,96,12,4,2,5,383466,77.83,9,61,52,contest@2766,51-100
U2767,194,60,34,9,4,2,4,499179,76.61,12,146,60,contest@2767,11-20
U2768,131,94,84,11,3,2,1,827319,93.24,5,153,85,contest@2768,21-50
U2769,158,83,56,19,5,4,4,587712,53.55,18,297,92,contest@2769,21-50
U2770,75,68,85,18,5,5,3,117445,71.61,12,459,24,contest@2770,51-100
U2771,11,51,14,4,4,4,2,322535,66.52,8,37,30,contest@2771,51-100
U2772,123,42,79,18,1,5,4,860428,57.89,3,363,9,contest@2772,21-50
U2773,110,86,96,10,4,2,1,211328,54.92,13,317,68,contest@2773,1-10
U2774,61,65,8,6,3,2,3,435667,56.29,18,120,72,contest@2774,51-100
U2775,137,84,74,8,5,5,1,739403,75.4,16,44,6,contest@2775,21-50
U2776,59,35,71,14,3,4,5,485401,65.36,12,223,49,contest@2776,1-10
U2777,80,66,66,5,5,2,1,895476,66.76,13,142,96,contest@2777,21-50
U2778,76,38,99,18,4,2,4,977431,58.79,16,320,40,contest@2778,21-50
U2779,106,91,41,11,3,2,1,418693,99.32,17,134,72,contest@2779,51-100
U2780,123,61,10,15,2,4,1,881590,63.56,1,397,86,contest@2780,1-10
U2781,91,32,5,8,5,5,1,871690,96.38,11,51,98,contest@2781,11-20
U2782,75,42,31,14,2,4,2,979223,99.87,13,189,5,contest@2782,11-20
U2783,52,81,12,13,5,3,5,533779,66.46,12,143,2,contest@2783,1-10
U2784,166,16,77,13,2,1,3,352837,76.89,10,44,3,contest@2784,51-100
U2785,90,28,66,8,5,3,2,488579,82.16,11,191,39,contest@2785,51-100
U2786,154,38,70,7,4,1,1,872597,50.59,9,252,56,contest@2786,21-50
U2787,136,82,16,5,4,2,2,593023,60.27,13,474,41,contest@2787,11-20
U2788,116,18,63,10,4,1,1,806209,94.18,12,244,15,contest@2788,51-100
U2789,61,10,79,19,2,4,1,452335,83.34,1,325,99,contest@2789,11-20
U2790,95,87,23,7,1,5,1,264264,57.5,7,194,19,contest@2790,51-100
U2791,157,65,65,3,1,1,1,457814,59.31,6,448,90,contest@2791,11-20
U2792,62,34,66,7,2,5,3,569579,74.64,20,377,2,contest@2792,21-50
U2793,81,48,90,9,3,1,5,815672,91.81,5,418,70,contest@2793,11-20
U2794,60,29,62,19,3,1,5,513607,63.55,5,454,58,contest@2794,11-20
U2795,164,32,60,6,3,2,4,527612,61.98,19,292,50,contest@2795,21-50
U2796,27,86,28,16,5,2,5,724721,74.6,19,80,34,contest@2796,51-100
U2797,188,58,98,19,4,1,2,177992,50.07,4,456,53,contest@2797,21-50
U2798,10,62,53,7,3,4,1,159947,65.62,19,475,97,contest@2798,21-50
U2799,154,5,98,14,3,4,2,163051,99.32,11,279,47,contest@2799,1-10
U2800,58,60,25,4,3,4,5,171633,99.88,7,265,24,contest@2800,11-20
U2801,181,41,24,3,4,4,4,733789,59.25,12,6,33,contest@2801,51-100
U2802,88,41,63,5,4,1,3,207525,65.97,14,279,10,contest@2802,11-20
U2803,37,44,22,13,1,4,3,863424,96.6,18,209,79,contest@2803,11-20
U2804,65,96,33,6,3,4,1,416816,66.11,3,486,54,contest@2804,51-100
U2805,160,46,70,18,1,2,4,812746,71.99,11,152,8,contest@2805,1-10
U2806,110,13,12,17,2,4,5,658094,52.85,19,479,44,contest@2806,21-50
U2807,192,21,57,16,1,4,2,291241,68.57,6,287,11,contest@2807,21-50
U2808,75,53,92,10,1,3,5,146986,97.71,11,84,3,contest@2808,51-100
U2809,139,11,73,14,4,4,5,963630,77.97,4,397,22,contest@2809,11-20
U2810,186,42,17,3,3,4,5,132280,53.22,16,408,74,contest@2810,11-20
U2811,21,95,65,13,5,3,3,262363,57.9,1,41,45,contest@2811,21-50
U2812,152,79,93,19,1,1,2,531807,57.56,12,196,37,contest@2812,21-50
U2813,169,24,42,9,5,3,4,806390,54.74,1,212,43,contest@2813,21-50
U2814,115,43,23,11,5,1,5,213017,54.05,20,247,99,contest@2814,11-20
U2815,77,96,18,6,2,3,4,302627,70.8,8,138,86,contest@2815,51-100
U2816,138,39,47,9,3,2,4,477226,84.29,12,366,73,contest@2816,21-50
U2817,182,67,18,6,1,1,4,311653,79.79,16,288,76,contest@2817,1-10
U2818,163,78,78,6,1,4,4,998418,95.52,20,47,22,contest@2818,11-20
U2819,42,19,55,9,4,1,3,601661,59.18,8,387,18,contest@2819,21-50
U2820,107,64,49,10,4,3,3,961140,68.92,18,108,33,contest@2820,21-50
U2821,178,90,16,18,4,1,4,834855,54.35,12,384,95,contest@2821,21-50
U2822,55,10,90,8,3,5,2,779258,75.41,3,374,9,contest@2822,11-20
U2823,98,51,93,19,2,2,5,843437,82.66,4,281,25,contest@2823,11-20
U2824,195,94,9,7,2,5,4,868764,82.67,1,418,100,contest@2824,21-50
U2825,75,59,10,20,1,5,4,399094,59.91,15,249,79,contest@2825,11-20
U2826,77,74,69,6,4,3,5,493792,76.68,13,387,96,contest@2826,21-50
U2827,20,93,65,18,4,1,3,519378,64.94,1,154,78,contest@2827,11-20
U2828,31,96,35,5,2,3,2,686256,97.28,3,6,58,contest@2828,21-50
U2829,47,71,68,19,3,3,2,811751,65.73,2,102,97,contest@2829,11-20
U2830,61,22,70,15,1,2,1,754706,78.42,9,84,32,contest@2830,21-50
U2831,112,73,41,10,5,4,3,293604,56.61,15,228,66,contest@2831,21-50
U2832,27,69,6,19,1,3,5,648861,78.46,3,104,60,contest@2832,51-100
U2833,151,75,10,3,1,3,5,445096,98.71,9,463,42,contest@2833,21-50
U2834,66,30,74,15,4,4,2,495753,98.88,9,484,31,contest@2834,21-50
U2835,76,30,21,9,5,1,2,577227,94.43,1,190,79,contest@2835,51-100
U2836,72,74,68,12,2,2,1,538861,74.68,14,239,93,contest@2836,51-100
U2837,190,85,25,4,3,3,3,180187,80.15,12,17,100,contest@2837,1-10
U2838,34,56,62,7,5,2,1,537518,68.91,18,250,20,contest@2838,51-100
U2839,52,24,17,11,5,3,3,743073,91.96,4,427,61,contest@2839,11-20
U2840,64,66,55,6,4,3,1,723636,80.15,13,8,30,contest@2840,21-50
U2841,161,40,61,10,5,1,5,814830,50.06,6,271,72,contest@2841,21-50
U2842,30,77,27,13,4,2,2,590607,91.77,8,185,82,contest@2842,51-100
U2843,100,92,26,11,4,4,1,182815,59.1,12,218,94,contest@2843,21-50
U2844,173,83,6,3,3,1,4,280172,86.24,2,279,34,contest@2844,11-20
U2845,94,47,20,14,2,4,3,945428,69.76,9,444,6,contest@2845,11-20
U2846,16,49,15,13,3,3,5,182156,78.02,18,116,30,contest@2846,1-10
U2847,53,88,10,9,3,2,2,715864,80.56,9,151,5,contest@2847,1-10
U2848,160,50,64,19,3,4,5,480232,60.53,16,216,12,contest@2848,1-10
U2849,132,55,95,7,3,1,2,187249,64.31,6,8,7,contest@2849,21-50
U2850,67,56,78,18,5,5,3,137199,84.15,4,398,10,contest@2850,11-20
U2851,151,38,71,11,1,5,1,730280,57.68,20,486,28,contest@2851,1-10
U2852,15,18,10,19,5,1,2,661805,95.12,16,454,2,contest@2852,51-100
U2853,73,53,14,12,4,5,1,214368,96.14,11,157,72,contest@2853,1-10
U2854,193,19,80,4,3,5,4,783239,67.38,16,478,7,contest@2854,21-50
U2855,198,22,83,12,2,1,4,646711,91.29,17,56,23,contest@2855,51-100
U2856,189,14,58,17,5,2,2,784988,97.32,14,296,18,contest@2856,1-10
U2857,193,78,5,10,2,5,4,979174,84.14,9,327,38,contest@2857,11-20
U2858,99,96,87,20,1,4,1,788665,99.41,19,106,80,contest@2858,21-50
U2859,56,16,57,18,1,1,2,573150,60.56,2,77,2,contest@2859,51-100
U2860,23,79,57,4,4,2,4,685558,56.23,7,273,44,contest@2860,11-20
U2861,37,61,69,6,3,3,3,190275,66.32,2,194,32,contest@2861,11-20
U2862,56,26,36,12,5,4,5,307355,97.32,12,244,28,contest@2862,21-50
U2863,90,22,57,8,5,5,3,654549,67.1,13,3,35,contest@2863,1-10
U2864,95,97,84,14,4,4,1,456450,93.18,18,62,7,contest@2864,11-20
U2865,200,74,76,18,1,3,5,541248,91.1,2,303,29,contest@2865,11-20
U2866,49,15,89,4,1,4,1,489103,91.05,16,228,25,contest@2866,51-100
U2867,159,8,14,14,1,4,3,995800,92.38,15,89,1,contest@2867,21-50
U2868,88,23,21,7,1,1,2,814553,86.39,2,297,26,contest@2868,1-10
U2869,109,45,73,19,1,4,3,786824,84.21,15,437,39,contest@2869,11-20
U2870,102,81,100,13,2,4,2,948130,82.87,16,128,11,contest@2870,21-50
U2871,124,96,32,7,4,2,4,174226,71.71,19,337,27,contest@2871,21-50
U2872,170,76,72,18,1,3,5,661397,90.01,18,449,57,contest@2872,21-50
U2873,35,32,5,9,1,5,4,335780,54.34,3,20,16,contest@2873,51-100
U2874,111,14,14,11,2,2,3,802916,65.05,3,322,9,contest@2874,1-10
U2875,81,91,42,16,1,3,2,425538,89.74,5,423,79,contest@2875,11-20
U2876,158,64,88,13,2,5,2,666466,75.55,5,413,47,contest@2876,21-50
U2877,124,76,23,5,1,4,3,784185,53.79,11,308,65,contest@2877,51-100
U2878,64,70,9,17,5,2,1,172556,92.72,17,64,36,contest@2878,11-20
U2879,135,45,82,15,5,2,1,576556,52.18,1,66,10,contest@2879,11-20
U2880,144,44,95,18,1,4,4,708162,60.49,19,274,40,contest@2880,11-20
U2881,179,25,85,14,3,5,4,649156,99.99,6,478,70,contest@2881,51-100
U2882,111,85,38,20,4,3,2,811420,51.58,10,51,45,contest@2882,11-20
U2883,157,17,69,6,4,5,4,752121,93.2,15,67,34,contest@2883,11-20
U2884,25,62,81,11,3,5,2,821232,72.24,12,67,45,contest@2884,21-50
U2885,189,40,23,9,4,3,2,889970,56.44,8,495,75,contest@2885,1-10
U2886,111,89,47,4,1,5,1,455718,64.54,11,281,3,contest@2886,51-100
U2887,29,65,39,5,4,4,3,428970,62.04,1,17,80,contest@2887,11-20
U2888,172,27,18,17,1,4,4,916434,64.92,16,146,97,contest@2888,51-100
U2889,31,45,26,16,5,2,3,732098,73.05,12,132,51,contest@2889,11-20
U2890,19,31,6,4,4,4,5,472227,68.72,11,121,34,contest@2890,1-10
U2891,180,96,53,12,3,3,5,389729,82.05,15,195,24,contest@2891,1-10
U2892,176,27,29,11,3,2,4,393599,63.38,5,266,56,contest@2892,21-50
U2893,44,100,82,9,4,2,5,893600,90.41,14,433,66,contest@2893,1-10
U2894,19,52,78,4,2,4,3,739924,87.25,18,135,22,contest@2894,51-100
U2895,157,99,24,4,4,5,1,710153,96.91,16,456,85,contest@2895,51-100
U2896,184,60,96,19,2,2,3,468504,86.08,2,88,25,contest@2896,11-20
U2897,106,18,89,18,1,1,3,993873,50.3,7,493,22,contest@2897,51-100
U2898,93,25,79,9,4,1,2,894529,67.85,6,126,54,contest@2898,21-50
U2899,132,97,86,4,5,3,4,233462,98.31,3,195,39,contest@2899,11-20
U2900,82,74,50,8,1,3,5,408962,87.04,18,1,4,contest@2900,11-20
U2901,61,81,59,9,3,1,5,735464,69.68,4,282,21,contest@2901,11-20
U2902,131,49,54,7,3,4,4,275967,91.04,17,487,35,contest@2902,21-50
U2903,77,62,18,14,1,3,1,826276,54.02,19,347,97,contest@2903,11-20
U2904,97,24,51,6,3,5,4,163081,77.58,11,99,59,contest@2904,21-50
U2905,189,66,68,10,2,5,3,469667,74.08,15,123,19,contest@2905,21-50
U2906,116,21,91,10,5,1,4,179661,83.8,8,371,37,contest@2906,1-10
U2907,88,29,53,13,5,3,1,958197,73.88,11,321,94,contest@2907,21-50
U2908,98,40,65,19,2,1,5,355957,97.91,19,374,59,contest@2908,21-50
U2909,166,25,26,5,2,3,3,875452,64.07,8,15,35,contest@2909,1-10
U2910,152,80,24,9,4,2,4,788234,96.74,16,247,11,contest@2910,1-10
U2911,64,13,7,9,3,5,2,671735,94.26,8,258,47,contest@2911,1-10
U2912,194,46,12,8,3,1,1,885070,66.91,15,36,6,contest@2912,51-100
U2913,181,37,6,3,1,2,5,829449,69.73,15,35,89,contest@2913,1-10
U2914,100,79,5,7,1,1,3,958771,93.47,5,294,41,contest@2914,11-20
U2915,99,26,52,7,4,3,1,719089,50.59,3,478,18,contest@2915,51-100
U2916,179,54,79,13,1,1,4,644331,62.46,8,286,15,contest@2916,11-20
U2917,196,63,41,18,1,3,2,299710,88.85,18,194,29,contest@2917,1-10
U2918,129,17,58,20,5,2,3,436549,98.25,11,232,42,contest@2918,21-50
U2919,41,49,17,14,2,4,1,983375,96.88,11,337,98,contest@2919,21-50
U2920,69,87,62,15,4,2,3,101610,63.03,19,246,95,contest@2920,51-100
U2921,148,70,96,13,3,2,4,680050,96.73,18,338,58,contest@2921,51-100
U2922,88,89,28,16,3,2,3,617462,83.68,16,349,99,contest@2922,51-100
U2923,114,66,44,10,2,5,1,699040,93.35,1,213,87,contest@2923,51-100
U2924,188,20,95,6,4,2,3,945823,52.31,7,473,84,contest@2924,51-100
U2925,69,93,35,5,3,4,1,173283,79.39,4,141,8,contest@2925,21-50
U2926,74,40,64,6,3,4,1,937759,82.98,2,233,83,contest@2926,1-10
U2927,136,59,82,13,3,4,3,167107,76.62,5,494,47,contest@2927,21-50
U2928,11,64,36,11,1,3,2,737016,68.93,2,188,7,contest@2928,11-20
U2929,58,61,23,20,2,5,5,187607,95.94,12,159,32,contest@2929,51-100
U2930,190,76,64,3,1,2,4,846013,66.8,17,55,93,contest@2930,21-50
U2931,165,54,58,7,1,3,2,913053,57.15,5,379,37,contest@2931,11-20
U2932,178,15,67,17,1,5,3,517513,96.18,13,180,36,contest@2932,1-10
U2933,85,18,91,20,4,3,1,113371,95.16,16,282,7,contest@2933,11-20
U2934,98,96,71,5,1,5,4,669770,96.01,2,378,82,contest@2934,11-20
U2935,19,31,54,13,4,1,4,426217,66.92,18,345,54,contest@2935,11-20
U2936,43,85,8,5,2,5,5,349219,74.5,11,379,16,contest@2936,51-100
U2937,76,72,43,10,2,2,5,326169,70.43,9,284,15,contest@2937,21-50
U2938,111,49,6,5,3,1,4,778054,89.48,7,55,79,contest@2938,51-100
U2939,198,17,40,20,5,2,4,677524,72.55,20,380,2,contest@2939,11-20
U2940,60,82,41,8,5,2,2,440862,64.65,13,491,40,contest@2940,21-50
U2941,114,26,75,20,4,2,2,432260,68.46,14,475,10,contest@2941,51-100
U2942,80,77,99,3,3,4,1,433965,60.1,11,291,41,contest@2942,1-10
U2943,59,35,6,5,5,3,5,814497,85.27,2,472,34,contest@2943,51-100
U2944,190,48,13,17,4,5,1,850930,89.25,5,12,5,contest@2944,51-100
U2945,140,5,12,4,4,1,4,983223,84.05,14,225,26,contest@2945,1-10
U2946,166,87,80,8,5,5,5,193152,75.39,13,375,26,contest@2946,51-100
U2947,199,55,77,12,3,3,4,574755,50.03,20,190,41,contest@2947,21-50
U2948,152,20,36,9,5,2,5,982748,53.26,11,102,85,contest@2948,1-10
U2949,184,21,41,12,4,4,4,612867,73.32,14,450,48,contest@2949,21-50
U2950,54,10,39,9,1,1,4,734660,80.74,7,103,22,contest@2950,1-10
U2951,155,14,52,15,1,5,3,341047,70.92,15,244,67,contest@2951,51-100
U2952,30,55,74,8,2,2,5,235531,87.78,2,332,79,contest@2952,1-10
U2953,143,64,16,8,1,3,1,150623,58.92,15,408,68,contest@2953,51-100
U2954,138,5,99,11,3,4,1,823916,86.47,3,98,100,contest@2954,51-100
U2955,162,83,70,10,5,2,2,667953,61.4,7,359,70,contest@2955,1-10
U2956,151,58,87,14,4,2,1,950544,88.24,5,437,68,contest@2956,11-20
U2957,179,39,26,7,3,4,4,344196,89.28,2,137,73,contest@2957,1-10
U2958,49,84,47,13,2,4,1,743635,57.02,19,424,62,contest@2958,21-50
U2959,125,70,43,3,4,2,4,109868,82.28,5,249,50,contest@2959,1-10
U2960,96,20,81,12,4,1,5,299159,79.41,16,125,31,contest@2960,11-20
U2961,62,6,62,6,2,1,3,710465,55.37,2,154,23,contest@2961,1-10
U2962,87,94,62,6,5,4,3,352720,98.43,6,385,26,contest@2962,1-10
U2963,165,18,89,9,3,5,4,315287,65.84,18,190,91,contest@2963,11-20
U2964,89,81,7,13,4,1,5,175142,75.12,8,355,27,contest@2964,21-50
