UserID,No. Of Contests,No. of Questions,Easy,Medium,Hard,Topics,T1 Easy,T1 Medium,T1 Hard,Tn_Level,Accuracy,No Of Attempts,Time Taken,Platform Rank
U2299,2,66,24,36,63,4,1,4,5,159358,82.68,3,269,N3
U2300,5,384,69,39,11,10,4,1,2,362493,61.02,8,260,N3
U2301,3,96,193,43,49,6,3,4,3,783177,98.54,5,435,N3
U2302,1,232,188,86,22,12,5,1,3,298399,60.76,18,202,N1
U2303,18,294,86,81,12,10,5,5,1,550274,65.14,13,106,N3
U2304,6,150,43,76,75,3,2,3,4,744466,57.64,19,185,N4
U2305,8,473,78,95,18,7,1,1,3,913334,95.36,4,140,N5
U2306,7,127,180,86,79,11,1,1,1,132351,75.04,1,182,N1
U2307,1,405,141,36,86,4,3,1,4,670952,85.35,15,39,N1
U2308,18,463,167,91,20,16,1,4,2,916145,77.05,20,94,N1
U2309,15,192,190,11,9,6,4,2,1,707552,74.81,4,328,N4
U2310,13,482,123,34,90,5,3,2,1,989391,67.26,12,158,N2
U2311,12,108,28,17,58,15,2,5,5,778788,69.11,10,197,N1
U2312,20,76,37,27,85,18,5,3,1,125448,54.58,15,415,N1
U2313,14,231,160,83,72,10,3,3,2,924244,86.11,7,55,N3
U2314,13,323,43,92,12,7,4,2,2,750813,93.79,6,15,N1
U2315,7,392,17,83,85,6,3,2,5,939131,51.01,4,6,N2
U2316,9,402,192,77,87,12,3,4,5,182749,98.87,19,475,N5
U2317,4,443,154,83,15,17,3,2,2,481274,67.93,12,211,N5
U2318,6,400,131,6,52,20,1,4,1,340834,78.85,3,31,N3
U2319,1,60,119,69,10,9,2,5,3,162871,71.4,9,14,N1
U2320,13,220,40,82,95,12,4,3,3,990323,94.17,17,261,N4
U2321,5,296,180,21,45,16,3,5,5,474362,63.35,4,5,N4
U2322,7,174,179,29,61,16,4,1,2,408954,71.93,14,1,N2
U2323,10,298,120,49,66,4,4,1,3,840667,71.33,20,359,N3
U2324,5,67,158,33,25,4,2,2,2,645540,67.69,12,340,N2
U2325,14,441,170,87,30,13,5,5,1,775963,76.36,7,59,N2
U2326,7,186,80,33,61,7,2,5,2,802070,75.81,3,176,N4
U2327,15,431,48,62,9,8,2,1,5,786724,82.9,20,18,N4
U2328,14,60,134,83,82,18,2,1,2,875189,78.56,6,382,N5
U2329,11,336,121,75,17,20,1,3,2,653195,84.43,17,9,N5
U2330,2,127,72,28,59,14,3,3,3,657576,53.63,2,453,N4
U2331,14,187,10,10,42,8,3,1,1,716141,54.13,18,323,N3
U2332,9,497,90,26,11,14,1,3,4,189603,76.63,10,212,N5
U2333,17,254,115,50,43,3,4,1,4,592290,71.19,1,260,N4
U2334,7,303,11,10,100,15,5,5,1,428117,75.87,8,29,N3
U2335,10,306,197,92,76,15,5,5,4,342498,95.99,3,116,N2
U2336,3,253,44,9,20,20,2,4,5,157850,87.01,7,212,N4
U2337,12,305,100,73,67,13,1,1,3,216680,91.72,17,469,N2
U2338,17,465,108,78,69,5,5,1,5,240553,92.5,19,493,N1
U2339,16,67,104,53,12,18,4,2,5,619869,86.42,20,334,N3
U2340,14,215,46,50,56,10,4,1,4,279344,86.51,1,420,N5
U2341,5,84,160,76,67,8,3,4,1,802920,74.45,8,306,N5
U2342,15,198,31,35,52,19,3,1,3,109951,97.03,7,402,N5
U2343,17,473,62,12,70,13,4,3,2,160894,61.28,10,113,N4
U2344,19,102,84,49,87,17,4,3,4,930706,57.48,3,150,N2
U2345,3,294,163,96,21,3,4,4,5,452606,67.13,20,13,N4
U2346,11,490,36,17,82,18,4,1,3,588252,86.11,18,287,N1
U2347,10,139,22,10,98,10,4,4,3,451251,78.06,2,488,N2
U2348,15,266,86,41,12,3,4,2,4,621436,60.84,16,439,N1
U2349,5,206,92,20,70,7,1,3,5,565788,52.4,20,106,N5
U2350,7,473,171,85,12,17,4,5,5,928029,80.39,11,141,N1
U2351,20,134,91,43,34,8,5,1,2,500280,51.78,3,214,N5
U2352,7,162,71,89,28,3,4,5,3,942224,99.5,15,83,N2
U2353,4,272,199,46,83,17,1,4,3,767716,75.43,16,84,N4
U2354,3,214,158,9,47,19,1,4,3,439699,70.52,6,492,N1
U2355,9,63,98,43,40,16,4,2,3,178429,69.28,6,329,N3
U2356,6,304,38,6,31,7,3,3,2,364738,68.71,12,355,N3
U2357,18,395,102,92,88,15,2,5,1,970847,60.35,6,212,N1
U2358,7,165,132,28,71,5,4,1,3,881899,79.05,12,443,N3
U2359,11,242,28,45,60,15,3,4,4,239112,76.79,6,426,N1
U2360,9,66,119,35,42,4,1,4,1,819866,94.14,17,251,N3
U2361,17,211,13,50,51,15,4,2,5,492334,61.27,15,221,N1
U2362,1,355,198,50,12,3,4,2,4,543620,50.94,20,475,N3
U2363,3,240,88,24,11,20,1,4,3,203435,58.9,1,39,N2
U2364,6,369,93,38,51,7,2,3,5,634925,87.61,20,428,N1
U2365,3,282,69,58,88,15,2,2,5,577160,60.55,5,304,N5
U2366,4,302,86,61,53,10,2,4,1,928346,82.89,6,146,N5
U2367,3,224,47,24,42,18,1,4,5,124533,63.41,7,108,N1
U2368,7,473,88,75,96,6,4,4,2,796697,51.64,3,412,N1
U2369,1,156,32,86,53,18,3,4,3,830636,68.16,18,33,N2
U2370,4,53,151,97,45,11,2,4,3,565998,89.76,2,470,N4
U2371,16,237,183,33,33,19,5,5,1,672891,64.13,17,341,N2
U2372,12,342,192,19,58,11,3,3,2,378862,91.4,13,206,N5
U2373,16,364,87,54,87,15,5,2,1,473215,56.76,19,477,N5
U2374,3,463,122,52,36,13,1,1,2,368929,60.54,13,337,N5
U2375,7,398,95,30,18,6,3,5,4,962960,56.01,17,325,N2
U2376,3,282,138,56,45,13,1,4,3,214626,74.55,9,300,N3
U2377,7,332,45,73,61,16,5,2,1,557955,84.02,7,43,N5
U2378,8,76,70,100,29,7,2,1,1,576422,70.33,9,420,N1
U2379,14,190,43,98,95,3,3,1,5,667793,93.49,3,219,N5
U2380,8,463,132,38,64,5,2,2,2,234356,85.34,7,425,N1
U2381,11,105,168,77,73,10,3,1,3,608489,85.84,12,424,N5
U2382,7,386,117,14,16,16,1,2,5,571628,88.44,12,91,N5
U2383,3,66,26,97,58,14,1,1,1,348154,89.73,2,242,N2
U2384,1,265,200,8,26,18,5,3,5,602138,94.79,9,397,N5
U2385,10,475,14,47,99,5,1,3,5,145468,52.87,17,144,N2
U2386,19,241,98,12,11,4,3,5,2,241134,50.73,13,225,N3
U2387,3,467,84,82,80,14,3,1,3,939591,90.09,16,182,N1
U2388,7,326,34,86,57,20,4,5,2,255164,79.35,10,81,N5
U2389,2,124,121,64,90,4,1,5,5,931186,92.38,20,69,N3
U2390,5,157,117,23,57,10,4,5,5,461525,62.58,4,426,N2
U2391,9,205,84,88,33,18,3,3,4,736269,83.67,9,6,N4
U2392,7,398,119,40,21,16,1,4,2,352003,67.77,2,278,N4
U2393,19,264,149,30,41,16,3,5,2,738842,82.52,6,172,N4
U2394,16,304,190,93,74,6,3,5,2,281433,52.5,18,471,N4
U2395,15,246,13,5,52,5,5,3,1,426564,84.52,19,196,N2
U2396,6,382,26,51,86,19,3,1,3,627974,83.66,20,249,N1
U2397,18,321,49,16,30,8,3,2,3,102988,63.09,20,317,N5
U2398,13,114,94,68,23,9,5,4,2,942142,59.75,11,360,N4
U2399,1,329,64,9,44,13,2,2,3,713170,77.2,8,134,N1
U2400,16,237,115,17,42,6,1,4,5,178867,62.3,13,47,N1
U2401,6,276,17,82,75,7,2,5,5,446897,68.07,15,243,N2
U2402,1,445,183,68,19,4,3,4,5,210754,51.36,15,85,N3
U2403,12,441,74,67,48,3,3,1,5,254453,70.25,4,189,N2
U2404,18,430,75,68,65,6,4,1,5,989142,93.36,9,449,N1
U2405,5,207,161,39,62,18,4,2,5,730802,86.37,7,369,N5
U2406,20,478,47,54,86,8,3,4,2,645108,70.03,18,73,N4
U2407,15,105,198,33,85,19,3,2,3,678270,77.13,6,205,N5
U2408,14,456,103,13,73,14,3,1,3,239233,69.59,13,398,N4
U2409,18,185,172,53,26,17,4,5,1,994327,77.02,2,456,N3
U2410,20,154,170,35,50,16,1,3,3,987215,51.83,4,9,N3
U2411,17,72,191,25,67,15,4,4,2,202088,55.05,3,86,N4
U2412,14,449,37,50,66,13,5,4,2,895870,87.64,16,399,N1
U2413,1,424,56,90,26,20,3,1,3,201565,78.95,1,253,N2
U2414,9,348,24,70,88,9,3,5,3,800378,96.2,2,431,N1
U2415,16,160,52,36,56,5,4,2,2,337685,76.79,9,338,N3
U2416,7,221,25,86,24,12,2,4,2,510795,59.18,20,375,N3
U2417,1,347,66,82,80,12,3,5,2,841635,77.62,14,43,N3
U2418,2,464,24,54,36,15,4,1,2,878866,92.02,5,261,N2
U2419,10,211,158,86,18,15,5,4,1,615632,85.09,16,465,N5
U2420,9,256,115,83,6,20,3,1,3,996192,99.96,12,193,N3
U2421,12,156,27,76,28,17,5,1,3,516425,77.72,10,194,N5
U2422,12,444,91,22,20,18,5,4,5,921483,65.53,12,336,N3
U2423,10,119,200,23,14,3,4,4,4,649440,51.41,18,427,N5
U2424,6,411,101,70,79,7,2,4,5,319353,88.59,4,14,N1
U2425,9,452,168,27,64,18,3,4,3,184738,76.01,12,443,N4
U2426,4,377,46,63,37,15,5,5,1,397655,75.1,11,191,N1
U2427,3,423,52,88,52,5,2,1,3,939773,74.38,17,477,N2
U2428,8,106,131,45,45,9,2,5,5,161238,53.21,9,74,N4
U2429,4,404,109,80,61,14,2,4,3,723911,72.95,7,431,N2
U2430,12,123,87,95,47,6,5,1,5,594874,60.8,19,491,N5
U2431,18,406,35,33,45,9,5,1,3,141541,90.36,2,240,N1
U2432,9,461,21,14,11,11,4,2,1,814619,75.71,5,472,N3
U2433,18,312,41,68,75,18,4,2,2,613155,80.66,13,165,N4
U2434,16,443,66,12,69,10,4,1,5,586523,92.55,7,27,N2
U2435,15,455,119,68,47,11,5,2,3,119476,52.21,17,482,N1
U2436,14,73,151,100,33,10,5,1,1,255592,65.66,11,28,N1
U2437,7,233,112,40,70,15,1,2,2,865013,53.48,9,372,N5
U2438,8,138,193,55,7,20,3,5,2,902350,60.47,6,491,N1
U2439,20,247,132,34,49,9,4,1,5,762303,80.55,3,403,N2
U2440,1,478,117,31,14,5,1,3,5,444596,55.01,19,403,N4
U2441,6,494,43,62,35,14,1,2,4,882376,58.17,2,73,N3
U2442,14,115,170,49,81,5,4,3,2,248666,52.19,2,370,N1
U2443,12,134,56,79,72,8,4,5,4,989376,64.29,12,34,N1
U2444,4,469,29,58,25,10,2,5,2,793976,92.59,14,252,N3
U2445,4,379,18,6,13,15,5,3,1,191004,88.24,15,401,N1
U2446,17,409,99,87,97,7,2,2,3,274903,76.25,10,143,N1
U2447,12,151,85,58,73,13,3,5,5,118670,65.02,8,196,N5
U2448,9,287,195,84,96,19,4,4,4,612884,87.69,3,184,N5
U2449,19,284,123,8,35,20,1,3,5,726439,96.47,10,224,N3
U2450,7,408,80,100,14,7,3,2,4,766680,65.52,15,97,N1
U2451,13,245,89,68,97,18,1,3,2,569373,66.75,8,181,N1
U2452,9,420,152,16,61,12,4,1,4,770184,76.52,8,158,N2
U2453,7,142,191,29,30,17,2,5,5,980845,88.04,11,36,N5
U2454,1,265,19,37,95,20,5,5,4,935503,91.01,19,364,N5
U2455,7,400,75,87,84,4,4,2,3,466027,71.95,2,397,N2
U2456,13,358,88,56,80,15,3,3,3,747321,90.17,1,251,N1
U2457,20,90,40,97,89,10,3,1,3,429016,53.74,2,136,N5
U2458,12,209,60,35,98,15,2,5,2,898972,67.82,3,232,N2
U2459,2,497,123,32,13,7,1,1,4,903828,77.49,13,87,N3
U2460,2,126,117,75,46,11,1,2,1,897323,92.09,7,31,N1
U2461,12,282,175,69,11,15,4,4,5,168290,55.13,9,59,N1
U2462,11,332,58,53,62,9,1,1,1,162580,57.26,16,157,N2
U2463,3,143,173,49,61,4,2,1,5,322096,97.4,14,256,N1
U2464,14,465,197,49,56,3,1,4,1,861938,96.92,5,36,N1
U2465,1,195,100,61,38,17,2,3,2,141328,96.83,13,172,N4
U2466,12,260,44,89,79,20,2,3,4,649800,71.73,9,45,N1
U2467,1,214,34,15,92,5,5,3,5,990660,65.5,19,194,N3
U2468,4,64,70,16,64,7,1,4,4,394390,90.76,7,233,N2
U2469,6,111,171,99,53,8,3,3,4,424585,99.13,1,9,N3
U2470,12,429,99,21,81,3,4,5,5,475413,73.92,9,108,N4
U2471,18,457,46,6,63,13,1,1,1,180258,89.81,14,253,N3
U2472,17,420,192,32,57,15,4,2,3,694327,89.11,20,89,N4
U2473,11,432,17,72,98,8,5,5,1,125555,77.73,7,78,N2
U2474,11,51,170,22,8,7,5,5,5,856948,97.63,17,92,N4
U2475,11,370,90,77,60,10,1,5,1,775805,59.97,20,166,N3
U2476,19,85,132,39,90,18,4,2,1,261926,81.6,1,68,N3
U2477,13,429,161,72,27,15,5,1,4,267278,68.54,20,324,N5
U2478,19,159,30,11,13,7,2,2,4,649301,53.85,1,225,N2
U2479,6,163,117,14,85,7,5,3,5,234005,69.3,7,303,N3
U2480,4,419,18,65,56,10,5,3,3,314580,81.52,11,403,N2
U2481,8,445,42,67,10,18,2,5,3,973767,83.17,3,446,N2
U2482,8,292,171,92,25,3,4,2,4,583630,94.25,12,227,N3
U2483,7,135,141,42,62,4,2,1,5,871916,94.3,12,74,N3
U2484,6,151,81,76,60,18,2,5,4,299884,84.83,7,208,N2
U2485,12,116,84,38,20,17,4,5,3,743414,75.45,2,233,N3
U2486,5,431,77,23,92,17,4,1,3,145057,56.54,7,270,N5
U2487,14,201,104,83,52,16,3,4,1,834852,85.56,4,454,N3
U2488,13,171,69,24,32,13,2,5,5,716735,99.3,11,287,N5
U2489,7,337,51,17,17,10,1,5,2,366237,80.75,8,381,N2
U2490,15,197,56,47,44,7,4,3,1,759040,89.74,4,487,N2
U2491,11,417,109,17,39,11,4,4,5,261958,91.98,2,410,N5
U2492,7,312,132,44,80,18,3,4,4,191334,70.56,17,435,N3
U2493,11,114,168,78,49,4,4,3,1,768069,80.9,3,336,N4
U2494,17,378,61,5,68,15,1,3,1,413181,71.65,10,226,N2
U2495,7,141,131,82,100,4,2,3,2,964153,87.99,6,358,N1
U2496,19,386,97,75,61,18,1,4,2,981481,68.56,17,284,N3
U2497,2,376,146,54,51,10,2,4,4,690453,83.43,11,382,N3
U2498,14,441,136,15,26,12,5,3,3,415834,76.05,10,459,N3
U2499,19,232,16,31,42,15,4,1,4,245855,51.21,9,395,N5
U2500,9,274,93,79,22,14,4,5,5,663389,96.85,3,167,N5
U2501,6,347,15,20,13,3,1,5,3,920901,61.99,6,246,N2
U2502,10,328,122,52,5,15,4,2,5,970107,56.04,12,46,N4
U2503,7,149,176,98,46,13,3,2,3,989903,73.13,7,402,N1
U2504,8,422,200,46,86,8,2,1,4,833218,78.26,4,23,N3
U2505,13,177,22,53,69,4,1,3,4,817424,87.06,9,496,N1
U2506,6,411,124,32,8,6,3,3,2,424489,92.87,16,477,N3
U2507,18,340,196,83,19,11,2,4,1,164164,99.26,15,200,N2
U2508,3,268,120,85,17,11,5,3,3,432103,70.51,17,393,N5
U2509,17,112,12,48,59,10,2,1,5,113130,79.92,17,69,N5
U2510,6,380,191,63,37,15,3,1,4,354854,50.68,20,243,N1
U2511,9,459,199,9,56,10,1,5,4,405187,84.78,1,403,N4
U2512,20,101,118,68,24,11,2,5,2,534355,52.59,15,51,N2
U2513,3,132,89,20,21,16,2,4,2,670505,54.25,14,371,N1
U2514,15,95,62,47,94,13,5,5,5,246335,57.77,17,341,N2
U2515,12,265,22,75,20,19,1,4,3,665794,80.8,4,15,N2
U2516,10,77,97,98,63,5,1,1,5,524199,95.13,14,398,N1
U2517,9,217,13,48,26,15,2,3,1,349122,69.6,5,209,N3
U2518,18,234,158,5,27,13,1,5,3,969568,74.22,20,132,N3
U2519,19,449,125,55,12,11,4,2,1,409174,54.23,9,456,N1
U2520,11,267,58,81,48,8,4,4,4,467150,71.75,9,465,N2
U2521,12,150,68,80,30,10,1,4,5,694923,76.07,8,173,N3
U2522,12,105,22,84,70,14,4,1,4,703595,53.58,5,474,N3
U2523,8,208,49,21,80,8,5,1,4,868976,58.19,2,82,N1
U2524,14,75,22,48,53,17,1,1,2,670058,63.77,6,100,N2
U2525,6,252,197,94,35,4,2,5,3,302085,61.79,16,265,N4
U2526,15,156,57,42,57,6,1,4,5,871408,71.87,7,179,N3
U2527,4,410,138,67,50,4,2,5,5,608570,53.7,16,367,N4
U2528,2,287,11,21,37,15,4,4,5,247864,71.6,18,334,N2
U2529,9,114,156,9,91,5,1,2,1,620500,69.11,3,258,N2
U2530,20,331,164,80,32,13,5,2,2,779997,73.0,4,120,N5
U2531,9,371,114,89,52,15,4,5,1,754502,71.83,20,228,N3
U2532,16,317,174,7,78,12,2,3,3,955289,55.2,1,339,N3
U2533,13,296,76,37,39,17,4,5,4,476956,76.38,12,394,N4
U2534,17,148,71,15,25,19,4,3,1,485998,99.71,19,405,N5
U2535,2,316,131,5,54,10,1,3,4,731902,61.76,12,416,N5
U2536,4,470,97,24,41,14,1,5,3,786331,72.35,12,166,N3
U2537,15,374,38,83,48,6,4,5,1,279983,73.09,2,16,N5
U2538,10,331,196,89,91,8,1,2,4,502140,61.98,14,8,N3
U2539,17,370,83,52,24,15,4,4,3,675278,79.12,4,392,N4
U2540,11,82,117,84,50,3,3,5,3,495470,64.16,17,467,N5
U2541,10,242,133,57,29,9,2,5,2,368261,64.39,9,7,N2
U2542,5,487,78,72,69,8,5,5,2,476745,53.58,18,202,N4
U2543,10,149,163,71,27,11,2,1,1,175805,58.52,8,291,N3
U2544,19,337,128,30,14,19,1,4,5,652707,90.21,20,20,N2
U2545,14,347,21,98,71,8,2,2,1,571215,51.84,5,105,N2
U2546,4,166,80,30,11,9,3,1,2,363789,84.77,12,407,N3
U2547,19,308,163,28,91,13,5,1,1,962648,53.96,8,25,N1
U2548,1,51,117,78,95,17,3,1,3,732218,94.6,5,182,N1
U2549,9,431,32,45,74,8,5,5,2,745898,91.74,18,98,N3
U2550,11,122,68,68,69,6,1,4,1,250493,91.11,8,296,N4
U2551,8,100,21,97,32,11,4,3,1,284768,93.36,1,494,N5
U2552,12,483,58,26,16,11,2,1,1,469260,96.44,4,182,N4
U2553,8,63,29,21,33,9,2,3,1,718416,78.35,8,154,N5
U2554,19,178,108,18,65,17,3,1,2,553510,86.82,18,420,N2
U2555,14,439,122,77,53,7,4,3,2,547771,68.91,8,358,N2
U2556,15,342,183,33,57,12,2,4,1,901189,54.04,9,134,N4
U2557,6,283,195,25,58,3,1,5,3,670122,92.59,12,77,N4
U2558,14,184,101,27,15,9,3,2,1,936205,70.99,17,132,N3
U2559,19,329,94,81,24,7,5,4,3,407476,53.26,17,359,N4
U2560,18,214,88,77,81,12,5,4,3,620363,78.0,4,155,N5
U2561,20,293,37,69,48,3,5,4,3,290463,71.84,18,176,N1
U2562,1,318,178,60,29,10,2,3,2,241722,88.25,12,338,N4
U2563,11,64,151,36,66,9,2,1,2,408719,98.39,20,181,N2
U2564,12,320,165,11,70,12,1,3,2,749376,83.4,14,446,N5
U2565,5,220,107,81,89,6,4,5,3,512029,79.59,7,90,N3
U2566,12,390,85,49,85,7,3,3,5,588396,91.81,19,207,N2
U2567,12,129,124,68,44,9,3,2,5,823110,79.89,8,263,N2
U2568,5,381,147,55,96,4,3,2,5,626990,62.0,20,321,N1
U2569,13,125,65,81,53,7,4,1,1,645992,53.15,1,457,N5
U2570,15,160,188,52,87,18,5,2,1,446794,96.04,13,377,N4
U2571,18,463,44,96,16,11,2,3,5,331618,71.71,9,176,N1
U2572,2,162,131,43,7,7,3,2,1,911478,56.23,15,309,N4
U2573,14,122,54,99,50,4,1,3,4,188332,87.46,2,16,N5
U2574,14,285,133,35,15,14,1,4,3,286915,96.35,16,257,N2
U2575,15,470,173,38,93,17,5,2,4,777608,93.81,19,127,N3
U2576,9,57,27,31,37,20,4,1,2,742470,81.74,20,20,N1
U2577,17,323,24,13,42,14,2,5,5,320211,56.0,14,264,N3
U2578,11,193,125,43,75,9,5,2,3,320170,76.81,20,468,N1
U2579,12,168,146,91,90,19,1,2,3,156466,81.73,3,243,N2
U2580,14,153,45,7,76,12,5,3,3,188286,78.82,2,402,N1
U2581,20,73,198,94,43,7,1,5,1,731182,72.22,10,195,N2
U2582,5,495,89,55,71,16,5,2,1,629771,99.81,12,111,N2
U2583,18,223,121,49,8,9,2,1,5,650491,83.16,20,251,N5
U2584,9,181,72,98,31,11,3,3,2,394242,86.16,6,145,N4
U2585,7,314,68,97,62,19,2,2,4,703372,74.15,1,426,N3
U2586,4,241,104,47,60,18,3,5,3,727664,89.63,20,408,N5
U2587,11,318,133,55,42,15,2,2,3,656178,57.77,12,318,N4
U2588,20,76,35,56,50,9,5,2,5,703181,71.01,20,274,N5
U2589,9,385,110,32,98,8,2,3,1,227237,94.22,6,109,N3
U2590,15,255,126,11,21,9,2,3,2,357485,94.62,8,63,N5
U2591,10,305,179,66,36,13,3,1,2,325108,67.57,17,454,N1
U2592,7,73,152,17,10,19,2,5,4,833214,83.68,13,17,N3
U2593,14,381,153,90,40,17,4,2,4,508300,56.57,10,42,N3
U2594,16,112,50,44,61,13,2,5,4,485827,65.57,15,381,N1
U2595,12,347,22,43,36,14,1,4,3,827700,97.57,17,68,N3
U2596,3,57,63,35,64,4,4,1,1,719303,80.1,19,175,N4
U2597,19,454,14,97,76,17,5,2,1,992134,87.26,15,338,N5
U2598,20,168,100,13,49,5,5,4,2,172500,68.64,6,91,N4
U2599,14,196,98,57,57,20,1,1,3,521832,97.25,17,430,N4
U2600,11,206,190,18,61,16,3,4,3,618539,68.81,13,171,N3
U2601,19,184,69,41,9,4,3,3,2,831036,74.98,17,378,N5
U2602,15,403,51,9,44,8,3,5,3,839095,97.58,19,458,N3
U2603,16,223,110,84,72,10,3,1,4,736627,78.21,9,385,N3
U2604,8,172,70,63,93,3,5,5,4,814231,61.57,8,264,N2
U2605,9,444,99,5,44,11,5,5,3,559384,60.91,9,201,N4
U2606,20,255,65,95,49,19,5,3,2,581937,82.2,6,233,N5
U2607,4,271,190,78,29,20,2,4,2,822784,56.81,1,206,N1
U2608,10,283,186,15,81,11,5,3,5,783813,54.64,19,373,N3
U2609,10,394,82,71,61,3,4,2,3,755903,67.74,1,425,N4
U2610,18,413,132,94,10,16,5,3,3,316844,99.82,15,112,N1
U2611,14,499,67,76,46,5,3,3,5,684123,63.1,10,154,N1
U2612,15,95,37,88,30,7,3,5,2,766558,58.8,7,333,N4
U2613,12,260,10,12,75,4,3,1,5,672964,92.52,10,278,N2
U2614,2,296,53,73,5,13,2,2,5,608969,90.59,10,470,N4
U2615,1,485,32,57,76,16,4,2,1,274696,66.5,4,195,N4
U2616,9,343,102,8,33,15,1,2,3,870404,80.52,16,30,N1
U2617,2,52,126,13,38,19,2,1,4,965675,55.54,8,311,N4
U2618,19,475,51,37,50,7,5,5,3,345200,56.62,15,18,N5
U2619,7,447,15,83,54,19,4,1,1,736358,93.96,1,137,N4
U2620,5,318,200,25,36,3,2,2,3,360795,72.43,16,101,N5
U2621,11,440,161,100,62,3,4,2,3,285144,61.26,16,300,N1
U2622,14,155,162,53,22,18,2,1,1,651502,63.26,15,413,N4
U2623,14,408,41,32,36,11,1,1,2,225919,66.36,3,390,N5
U2624,12,290,71,17,78,16,4,5,3,693493,55.51,16,456,N1
U2625,4,431,29,86,81,8,2,4,1,309882,69.71,3,325,N1
U2626,10,86,134,97,24,14,5,5,4,898944,79.97,19,171,N2
U2627,20,448,89,13,100,19,3,1,2,625819,60.79,13,404,N4
U2628,18,319,59,79,55,20,4,5,1,941025,51.7,18,452,N2
U2629,10,268,51,49,95,4,5,3,1,985000,85.81,8,27,N2
U2630,11,439,197,89,16,9,2,3,2,224783,64.55,17,174,N3
U2631,3,282,194,27,10,7,4,4,2,824624,63.16,5,297,N5
U2632,3,152,110,89,65,7,3,3,5,641950,70.28,14,75,N3
U2633,19,260,146,59,51,18,4,5,1,104575,96.49,3,186,N5
U2634,11,161,181,8,22,12,1,1,3,440540,92.38,19,279,N5
U2635,14,328,124,74,84,14,5,3,3,324861,85.1,20,332,N4
U2636,3,90,200,80,56,3,2,3,1,621997,67.18,4,277,N1
U2637,4,273,22,21,38,6,3,3,1,381961,98.02,18,250,N1
U2638,18,414,132,47,73,18,2,3,5,188202,89.35,18,30,N2
U2639,1,143,134,79,60,13,5,1,4,545039,66.83,19,395,N1
U2640,6,404,65,10,42,6,2,5,1,298328,71.05,4,282,N5
U2641,18,394,38,21,7,9,2,5,1,362288,69.75,13,387,N5
U2642,12,373,76,38,8,3,5,5,3,787420,66.65,9,59,N5
U2643,5,221,166,54,60,8,5,5,5,404510,94.94,10,450,N1
U2644,3,337,53,41,10,17,2,2,4,670673,58.82,19,215,N3
U2645,17,150,64,65,86,17,5,1,4,336227,59.13,16,251,N4
U2646,2,461,190,57,18,18,4,2,3,106587,51.15,7,208,N1
U2647,10,362,112,77,73,5,3,4,1,780487,66.74,10,446,N1
U2648,11,332,136,45,24,5,3,5,3,432540,63.28,16,374,N3
U2649,20,187,196,44,77,17,2,3,3,665120,62.85,11,466,N2
U2650,6,94,44,47,23,18,2,3,2,621559,84.18,2,325,N4
U2651,5,134,130,76,51,4,3,1,4,419384,75.99,3,163,N4
U2652,2,310,124,52,23,16,4,2,1,469017,77.35,15,265,N3
U2653,9,67,95,96,40,10,2,2,1,238847,91.88,16,402,N5
U2654,20,422,151,16,55,12,1,3,2,374753,98.09,16,344,N4
U2655,11,418,92,18,77,16,3,3,1,606505,60.06,18,275,N2
U2656,7,87,99,62,51,6,4,4,4,765681,51.83,18,463,N1
U2657,10,379,22,47,54,9,5,2,4,344261,87.66,18,203,N2
U2658,8,98,148,33,88,9,5,3,1,582078,63.52,8,322,N3
U2659,6,199,189,44,80,13,5,3,4,170914,81.98,6,266,N1
U2660,20,290,168,86,43,11,2,5,2,114422,98.66,14,299,N1
U2661,2,200,62,63,71,9,4,1,1,385010,86.62,16,253,N3
U2662,3,86,169,43,85,6,4,5,1,645336,70.34,2,5,N3
U2663,16,68,181,49,31,17,3,5,3,484742,73.95,16,449,N5
U2664,15,426,153,88,17,8,2,3,3,676874,72.09,12,92,N5
U2665,19,243,98,59,43,16,4,3,4,440052,55.56,15,315,N3
U2666,12,491,134,38,78,7,3,3,5,256661,53.54,19,457,N5
U2667,13,376,151,45,20,13,5,5,1,924191,59.66,10,266,N2
U2668,8,173,194,55,14,7,3,1,3,285132,67.3,20,464,N5
U2669,15,431,136,81,7,14,4,3,4,888231,69.31,7,178,N3
U2670,3,192,53,5,68,18,3,1,3,261770,60.53,16,260,N3
U2671,19,292,167,93,54,12,2,3,5,619020,79.52,12,417,N4
U2672,8,187,109,14,15,4,1,2,2,243717,80.83,17,232,N1
U2673,20,76,158,17,71,9,3,2,3,640009,79.8,18,446,N5
U2674,1,424,61,72,11,5,2,4,5,685674,71.83,3,354,N1
U2675,12,441,78,65,82,10,1,4,3,625294,54.73,17,311,N5
U2676,17,400,133,91,56,4,1,3,5,745590,52.59,3,42,N3
U2677,19,58,161,44,45,5,5,3,4,142029,72.93,17,109,N1
U2678,1,206,70,25,25,9,2,2,1,448926,78.38,7,397,N5
U2679,4,427,83,100,47,20,1,5,4,855598,90.21,14,433,N3
U2680,8,132,111,20,74,6,2,4,4,164029,82.14,8,220,N2
U2681,8,252,143,11,17,18,1,4,5,337284,94.32,17,387,N5
U2682,8,388,81,57,77,11,4,4,3,703092,77.11,17,382,N5
U2683,7,407,138,50,28,14,1,2,2,516026,79.19,20,275,N3
U2684,19,366,155,34,53,3,1,5,2,179811,76.58,7,324,N3
